Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
47,Al Harrington,25,ATL,PF,76,76,2782,16,0.513,0.157,0.287,5.5,17.4,11.3,15.8,1.6,0.4,12.4,25.6,2.6,1.2,3.8,0.065,0.4,-1.7,-1.3,0.5,
48,Rasheed Wallace,31,DET,PF,80,80,2780,17.6,0.527,0.407,0.172,3.8,19.8,11.7,11.2,1.6,3.4,6.9,21.1,4,4.9,8.9,0.154,1.8,1.9,3.7,4,"DPOY-13,AS"
49,Smush Parker,24,LAL,PG,82,82,2773,13.4,0.548,0.421,0.231,1.6,9.9,5.7,17.3,2.7,0.4,14.6,16.5,2.8,3,5.8,0.1,-0.8,0.8,0.1,1.5,
50,Bruce Bowen,34,SAS,SF,82,82,2755,9.1,0.54,0.457,0.157,1.5,11.9,6.9,6.8,1.6,0.8,10.5,11.1,1.7,4.5,6.2,0.108,-1.8,2,0.3,1.6,"DPOY-2,DEF1"
51,Chris Bosh,21,TOR,C,70,70,2751,23.2,0.585,0.012,0.534,8.7,20.6,14.4,11.8,1,2.3,10.5,25.2,8.7,1.1,9.8,0.17,3.9,-1,2.9,3.4,AS
52,Wally Szczerbiak,28,2TM,SF,72,71,2729,17.7,0.595,0.252,0.306,3.5,10.2,6.9,14.1,0.8,0.5,10.6,22.1,6.3,1.7,8,0.141,2.8,-1.2,1.6,2.5,
53,Tony Parker,23,SAS,PG,80,80,2715,20.8,0.584,0.032,0.315,1.7,9.5,5.7,32.2,1.7,0.1,16.1,27.1,5.5,4.1,9.6,0.169,2.4,0.4,2.8,3.3,"MVP-9,AS"
54,Caron Butler,25,WAS,SF,75,54,2708,17,0.535,0.11,0.306,4.8,15.6,10,12.1,2.4,0.5,12.4,23.2,3.5,2.8,6.3,0.112,0.4,0.1,0.6,1.7,
55,Sam Cassell,36,LAC,PG,78,75,2653,18.5,0.534,0.171,0.301,1.8,10.4,6.3,32.5,1.5,0.3,12.2,25,4.8,2.8,7.6,0.137,2.1,-0.5,1.6,2.4,
56,DeShawn Stevenson,24,ORL,SG,82,82,2648,10.9,0.507,0.019,0.31,2.8,8.3,5.6,10.1,1.2,0.5,12.2,18.1,1.2,1.3,2.4,0.044,-1.8,-0.8,-2.5,-0.3,
57,Luke Ridnour,24,SEA,PG,79,77,2625,16,0.506,0.186,0.284,2.1,8.8,5.4,32.3,2.5,0.6,15.3,18.1,4.4,0,4.4,0.081,1.1,-1.3,-0.2,1.2,
58,Hedo Türkoğlu,26,ORL,SF,78,59,2615,16.7,0.578,0.323,0.338,3.4,12.1,7.9,14.3,1.5,0.6,11.4,20.6,5.8,1.9,7.6,0.14,2.1,-0.2,2,2.5,
59,Luol Deng,20,CHI,SF,78,56,2604,15.8,0.517,0.082,0.289,5.6,17.1,11.4,9.7,1.4,1.5,8.9,20.4,2.7,3.8,6.5,0.12,0.8,0.9,1.6,2.4,
60,Andrei Kirilenko,24,UTA,SF,69,63,2604,20.7,0.556,0.16,0.678,7.4,18.4,12.9,20.5,2.1,7,17.6,20.5,3.6,4.3,7.9,0.145,3.4,3.1,6.6,5.6,"DPOY-3,DEF1"
61,Peja Stojaković,28,2TM,SF,71,71,2601,16.7,0.57,0.397,0.255,3.6,14.6,9.3,9.4,0.9,0.3,8.3,22,5.2,2.8,8,0.147,2.4,-0.8,1.6,2.3,
62,Derek Fisher,31,GSW,PG,82,36,2589,14.8,0.536,0.333,0.33,1.5,7.7,4.5,22.6,2.5,0.2,13.3,20.2,3.4,2.4,5.8,0.107,-0.2,0.6,0.4,1.6,6MOY-16
63,Mike Dunleavy,25,GSW,SF,81,68,2578,12.5,0.503,0.319,0.309,3.3,14.2,8.6,15,1.2,0.9,11.5,18.1,1.9,2.3,4.2,0.077,-0.7,0,-0.7,0.9,
64,Kyle Korver,24,PHI,SF,82,43,2563,12.3,0.577,0.576,0.156,1.2,11.1,6.2,10.2,1.3,0.8,10.8,16.2,3.2,1.3,4.6,0.086,0.3,-0.9,-0.6,0.9,
65,Chris Kaman,23,LAC,C,78,78,2560,15,0.57,0.003,0.357,8.9,24.5,17,5,0.9,3.2,17.7,17.9,1.8,4.3,6.1,0.114,-1.3,0.6,-0.7,0.8,
66,Josh Smith,20,ATL,SF,80,73,2559,15.5,0.5,0.142,0.377,8,17.2,12.5,12.2,1.3,6.2,15.2,18.9,1.5,2.1,3.6,0.067,-0.5,0.8,0.3,1.4,
67,T.J. Ford,22,MIL,PG,72,70,2557,13.1,0.489,0.132,0.314,2.9,11.7,7.2,29.8,2.1,0.2,19.6,20,0.4,2.1,2.5,0.047,-1.1,-0.1,-1.2,0.5,
68,Jamal Crawford,25,NYK,SG,79,27,2555,15.5,0.544,0.333,0.406,1.7,10.2,5.9,20.9,1.8,0.5,14.4,21.5,3.7,0.8,4.5,0.084,1.6,-1.1,0.5,1.6,6MOY-14
69,Zach Randolph,24,POR,PF,74,71,2545,16.9,0.483,0.045,0.279,9,19.1,14,11.4,1.2,0.4,10.7,28.8,0.4,0.9,1.3,0.024,0.5,-2.6,-2,0,
70,Bobby Simmons,25,MIL,SF,75,74,2538,13.8,0.559,0.309,0.248,4.2,11.5,7.8,11.2,1.8,0.7,12.1,18.3,3.3,2,5.3,0.101,0.2,0.1,0.3,1.5,
71,Juwan Howard,32,HOU,PF,80,80,2537,12.5,0.499,0.005,0.222,7.9,16.7,12.4,8.4,1.1,0.3,12.4,20.2,0.6,3,3.7,0.069,-2,-0.6,-2.6,-0.4,
72,David West,25,NOK,PF,74,74,2526,19.7,0.554,0.011,0.228,7.7,18.4,12.9,7.2,1.3,2.1,8.4,23,4.8,2.6,7.4,0.141,1.8,-0.3,1.4,2.2,
73,Troy Murphy,25,GSW,PF,74,74,2516,15.9,0.529,0.216,0.381,8.4,24.9,16.5,6.7,1,0.8,9.9,19.2,3.5,3,6.5,0.125,0.5,-0.9,-0.3,1.1,
74,Trenton Hassell,26,MIN,SG,77,67,2514,9.5,0.512,0.037,0.286,4,6.2,5.2,13.2,0.9,0.9,15.2,15.4,0.7,1.6,2.3,0.044,-2.4,-0.6,-3.1,-0.7,
75,Udonis Haslem,25,MIA,PF,81,80,2491,13.7,0.558,0.003,0.337,8.2,21.2,15,5.9,1.1,0.5,10.5,14.1,3.9,3.1,7,0.134,-0.4,-0.1,-0.5,0.9,
76,Ben Gordon,22,CHI,SG,80,47,2482,14.5,0.531,0.332,0.233,2,8.1,5.1,17.3,1.6,0.2,12.4,26.3,1.8,2.6,4.4,0.086,0.7,-0.3,0.5,1.6,
77,Nenad Krstić,22,NJN,PF,80,80,2469,14.4,0.541,0.005,0.301,8.5,15.9,12.2,6.8,0.7,2.1,11.8,21.6,2,3.4,5.4,0.105,-1.9,-0.4,-2.2,-0.1,
78,Jamaal Magloire,27,MIL,C,82,82,2465,11.1,0.494,0,0.541,10.4,27.4,18.8,3.6,0.6,2.6,17.9,17.2,-0.8,2.9,2,0.039,-3.3,-0.8,-4.1,-1.3,
79,Zaza Pachulia,21,ATL,C,78,78,2452,15,0.53,0.003,0.593,12.6,17.6,15,8.5,1.9,1.2,17.3,19.2,2.5,1.4,3.9,0.077,-0.8,-1.3,-2.1,-0.1,
80,Eddie Jones,34,MEM,SG,75,75,2437,14.7,0.542,0.518,0.298,1.8,12,6.9,12.7,3,0.9,10.2,18.1,3,4.2,7.2,0.141,-0.1,2.3,2.2,2.6,DPOY-13
81,Rafer Alston,29,HOU,PG,63,63,2431,12.6,0.475,0.423,0.194,1.8,10.4,6.1,30.8,2.3,0.5,16.4,18.8,0.2,3.1,3.4,0.067,-1,0.6,-0.4,1,
82,Delonte West,22,BOS,PG,71,71,2418,15.1,0.574,0.319,0.148,2.9,11.4,7.3,22.5,1.8,1.5,15.4,16.4,3.6,2.1,5.7,0.114,1.2,0.7,1.9,2.4,
83,Raymond Felton,21,CHA,PG,80,54,2406,14.2,0.483,0.307,0.251,3.5,9.7,6.4,30.9,2.2,0.3,15.7,21.4,0.8,1.8,2.6,0.051,0.2,-0.8,-0.6,0.8,ROY-4
84,Steve Francis,28,2TM,SG,70,60,2393,15.2,0.534,0.108,0.522,3.9,10.9,7.5,24.6,1.7,0.6,18.5,22.6,2.2,1.4,3.6,0.073,0.7,-0.7,0,1.2,
85,P.J. Brown,36,NOK,C,75,73,2380,12.7,0.515,0,0.288,8.9,18.8,13.7,6.3,1,1.7,12,14.7,2.1,2.3,4.4,0.088,-1.3,-0.2,-1.5,0.3,DPOY-13
86,David Wesley,35,HOU,SG,71,59,2372,9.6,0.546,0.483,0.333,1.2,7.5,4.4,14.6,1.4,0.2,15.7,15.3,1.4,2.2,3.6,0.072,-2.2,0.2,-2,0,
87,Charlie Villanueva,21,TOR,PF,81,36,2361,16.4,0.521,0.228,0.17,9,18.4,13.5,6.5,1.3,2.1,8.9,21.7,2.9,1,3.9,0.079,0.7,-1.6,-0.9,0.6,"ROY-2,6MOY-20"
88,Eric Snow,32,CLE,PG,82,82,2351,8.1,0.444,0.025,0.233,1.9,8.1,5,22.2,1.7,0.6,20.9,10.9,0,2,2.1,0.042,-3.6,0.6,-3,-0.6,
89,Brevin Knight,30,CHA,PG,69,67,2351,17.3,0.478,0.017,0.407,1.6,9.9,5.5,42.3,3.4,0.1,15.3,20.3,2.5,2.5,4.9,0.101,0.4,1,1.4,2,
90,Andrew Bogut,21,MIL,PF,82,77,2348,15.2,0.555,0.005,0.32,9.4,19.8,14.5,13.4,1.1,2.3,15.3,15.9,3.1,2.4,5.5,0.113,-0.3,0.7,0.4,1.4,ROY-3
91,Luther Head,23,HOU,SG,80,27,2310,11.2,0.517,0.497,0.195,1.7,11.6,6.8,16.2,2.1,0.3,14.8,16.6,0.5,2.9,3.5,0.072,-1.3,1.1,-0.2,1.1,ROY-7
92,Deron Williams,21,UTA,PG,80,47,2307,12.4,0.5,0.272,0.168,1.8,8.4,5.1,28.6,1.4,0.6,14.4,20.3,1.5,1.3,2.8,0.059,-0.5,-1.2,-1.7,0.2,ROY-6
93,Gary Payton,37,MIA,PG,81,25,2305,10.7,0.52,0.42,0.23,1.8,9.7,5.9,16.7,1.6,0.3,14.5,14.1,1.8,2.3,4.1,0.085,-1.4,0.5,-0.9,0.6,
94,Kenny Thomas,28,SAC,PF,82,55,2293,15,0.539,0.002,0.338,10.3,21.2,15.8,12,1.6,1.2,16.3,16.6,2.2,3.3,5.5,0.115,-0.7,0.6,0,1.1,
95,Antonio Daniels,30,WAS,SG,80,17,2283,13.7,0.55,0.184,0.611,0.9,8,4.4,19.2,1.2,0.3,11.3,15.4,4.3,0.9,5.3,0.111,0.1,-0.8,-0.7,0.8,
96,Zydrunas Ilgauskas,30,CLE,C,78,78,2283,21.9,0.576,0.006,0.427,12.6,18.1,15.3,7.4,0.9,4.6,12.8,24.6,5.6,3.1,8.7,0.184,1.4,0.2,1.6,2.1,
97,Mike Miller,25,MEM,SG,74,9,2268,17.2,0.595,0.446,0.276,2.3,18.8,10.6,16.5,1.3,1,14.1,21.3,3.9,3.5,7.4,0.157,2.4,0.6,3,2.9,6MOY-1
98,Josh Childress,22,ATL,SF,74,10,2249,15.8,0.626,0.129,0.399,7,13.9,10.3,9.4,2,1.3,14.6,14,4.6,1.1,5.7,0.121,1.3,-0.1,1.2,1.8,
99,Mark Blount,30,2TM,C,81,55,2240,12.1,0.549,0,0.302,5.3,14.2,9.8,7.8,1,2.6,18.9,21.4,-0.5,2.3,1.7,0.037,-2.9,-0.6,-3.4,-0.8,
100,Andrés Nocioni,26,CHI,PF,82,43,2239,16.1,0.567,0.286,0.291,4.6,21,12.8,9,0.9,1.8,11.3,21.3,3.3,3.4,6.7,0.144,0.8,0.9,1.7,2.1,DPOY-13
101,Tony Battie,29,ORL,C,82,82,2215,12.2,0.531,0.011,0.243,8.3,16.9,12.7,3.7,1.1,2.5,12.6,14.9,1.7,2.2,3.8,0.083,-1.7,0,-1.8,0.1,
102,Metta World Peace,26,2TM,SF,56,56,2207,15.2,0.491,0.292,0.352,4,11,7.6,15.8,2.9,1.4,11.6,23.6,0.5,3.2,3.7,0.081,-0.2,1.3,1.1,1.7,"DPOY-4,DEF1"
103,Antoine Walker,29,MIA,PF,82,19,2199,14.4,0.524,0.427,0.144,5.8,16.3,11.3,12.8,1.1,1,13.6,23.2,1.1,2.5,3.6,0.08,1.1,-0.7,0.4,1.3,6MOY-11
104,Stephon Marbury,28,NYK,PG,60,60,2193,16.4,0.532,0.134,0.421,1.4,8.4,4.9,31.7,1.5,0.1,14.6,22.2,3.5,0.3,3.9,0.084,1.8,-1.7,0.1,1.1,
105,Drew Gooden,24,CLE,PF,79,79,2174,17.6,0.552,0.005,0.396,12.8,23.5,18.1,4.4,1.3,1.7,12.2,18.6,3.6,2.9,6.6,0.145,0.5,-0.8,-0.2,1,
106,Primož Brezec,26,CHA,C,79,79,2165,15.3,0.552,0.003,0.283,9.1,14.8,11.8,3.7,0.5,1.1,8.7,20,3.4,1.2,4.6,0.102,-0.4,-2,-2.4,-0.2,
107,Chris Duhon,23,CHI,PG,74,38,2155,12.9,0.538,0.517,0.266,1.5,10.2,5.9,26.4,1.7,0.1,16.3,15,2.7,2.5,5.2,0.116,0,0.8,0.8,1.5,
108,Tyson Chandler,23,CHI,C,79,50,2121,12.2,0.567,0.004,0.682,14.4,24.2,19.3,5.6,1,3.8,25.1,10.4,1.5,3.9,5.4,0.123,-2.2,1.8,-0.4,0.9,
109,Ronald Murray,26,2TM,SG,76,27,2112,11.5,0.487,0.184,0.315,1.8,6.9,4.3,15.4,1.7,0.4,13.4,21.7,0.2,0.5,0.7,0.015,-1.6,-1.6,-3.2,-0.6,
110,Marko Jarić,27,MIN,PG,75,49,2102,11.7,0.468,0.235,0.244,3.5,9.6,6.7,22.5,2.8,0.8,16.8,17,-0.3,2.6,2.3,0.053,-2.1,1.4,-0.7,0.7,
111,Desmond Mason,28,NOK,SF,70,55,2102,9.2,0.46,0.009,0.438,3.5,13.6,8.4,5.4,1.1,0.7,12.1,20.8,-1.7,1.4,-0.2,-0.005,-3.5,-1.4,-4.9,-1.5,
112,Damon Jones,29,CLE,PG,82,7,2089,9.3,0.538,0.756,0.102,0.8,6.8,3.8,12.6,0.9,0,9.7,12.6,2.2,1.1,3.4,0.077,-0.6,-0.5,-1.1,0.5,
113,Jumaine Jones,26,CHA,PF,76,42,2089,12.1,0.506,0.455,0.164,5.5,16.1,10.4,5,1.7,0.8,8.6,18.3,1.2,1.8,3,0.068,-0.9,-0.9,-1.7,0.2,
114,Donyell Marshall,32,CLE,PF,81,0,2077,13.4,0.517,0.589,0.183,5.9,22.3,14,4.8,1.5,1.5,11,18.2,1.4,2.8,4.2,0.097,0.2,-0.1,0.1,1.1,
115,John Salmons,26,PHI,SG,82,24,2059,10.7,0.508,0.167,0.384,2.7,9.8,6.3,16.7,1.8,0.5,17,16.3,0.5,1.2,1.7,0.04,-2.3,-0.3,-2.7,-0.3,
116,Michael Finley,32,SAS,SG,77,18,2038,12.7,0.523,0.401,0.165,1.8,12.2,7.2,9.3,1,0.2,7.7,18.9,2,2.9,5,0.117,0.1,0.2,0.2,1.1,6MOY-9
117,Raef LaFrentz,29,BOS,PF,82,63,2033,12,0.546,0.518,0.136,4.9,19.1,12.2,9,0.7,2.7,10,14.7,2.2,2,4.3,0.101,-0.4,0.2,-0.1,1,
118,Speedy Claxton,27,NOK,PG,71,3,2019,16.1,0.497,0.086,0.435,2.2,9.3,5.7,29.8,2.9,0.2,14.9,23.8,1.1,2,3,0.072,-0.1,0.3,0.1,1.1,6MOY-2
119,Jalen Rose,33,2TM,SG,72,45,1983,13.9,0.538,0.251,0.464,1.7,11.6,6.5,15.5,0.8,0.5,12.2,21.8,2.5,0,2.5,0.06,0.5,-2,-1.5,0.2,
120,Anthony Johnson,31,IND,PG,75,53,1981,14.2,0.52,0.257,0.234,1.9,7.7,4.9,28.6,1.7,0.8,14.7,18.3,2.2,2.3,4.5,0.108,0.2,0.4,0.7,1.3,
121,Kwame Brown,23,LAL,C,72,49,1978,11.7,0.545,0.003,0.606,10.8,17.3,14.1,5.6,0.7,1.8,16.9,13.6,1.7,1.9,3.6,0.088,-1.7,-0.8,-2.5,-0.3,
122,Vladimir Radmanović,25,2TM,PF,77,27,1974,13.6,0.545,0.551,0.177,3.9,17.4,10.8,10.9,1.6,1.1,11.8,18.1,2.3,1.4,3.8,0.091,1,-0.5,0.5,1.2,
123,Baron Davis,26,GSW,PG,54,48,1971,18.3,0.489,0.376,0.336,2.5,11.1,6.7,42.6,2.3,0.5,13.9,25.9,2.4,2,4.4,0.106,2.8,-0.2,2.6,2.3,
124,Shareef Abdur-Rahim,29,SAC,PF,72,30,1961,17.2,0.588,0.035,0.44,6.4,14.8,10.6,13.2,1.3,1.6,12.5,20.1,4,2.2,6.2,0.152,0.5,0.4,0.9,1.4,6MOY-10
125,Marvin Williams,19,ATL,PF,79,7,1952,12.2,0.523,0.1,0.476,7.3,16.5,11.8,5.2,1.3,0.9,11.4,16.9,2.1,0.7,2.8,0.069,-1.8,-1.7,-3.5,-0.7,
126,Jared Jeffries,24,WAS,PF,77,77,1951,11.6,0.5,0.12,0.405,9.5,13.2,11.3,11.6,1.5,2,16.8,13.4,1.4,1.7,3.1,0.076,-1.1,0.4,-0.8,0.6,
