Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Bradley Beal,25,WAS,SG,82,82,3028,20.8,0.581,0.37,0.278,3.1,11.7,7.4,24.1,1.9,1.6,11,28.4,5.9,1.7,7.6,0.12,3.8,-0.8,2.9,3.7,AS
2,James Harden,29,HOU,PG,78,78,2867,30.6,0.616,0.539,0.449,2.5,17.8,10,39.5,2.7,1.7,14.5,40.5,11.4,3.8,15.2,0.254,9.4,1.6,11,9.3,"MVP-2,AS,NBA1"
3,Kemba Walker,28,CHO,PG,82,82,2863,21.7,0.558,0.434,0.267,1.9,11.9,6.8,29.4,1.7,1,10.1,31.5,5.5,1.9,7.4,0.123,5.2,-1,4.2,4.4,"AS,NBA3"
4,Tobias Harris,26,2TM,PF,82,82,2847,17.2,0.592,0.313,0.245,2.6,20.8,12,12.5,0.8,1,9.8,22.8,4.5,2.6,7.1,0.12,2.1,-0.5,1.6,2.6,
5,Paul George,28,OKC,SF,77,77,2841,23.3,0.583,0.469,0.335,3.7,19.6,11.4,17.7,2.8,1,10,29.5,7,4.9,11.9,0.201,5.6,1.6,7.2,6.6,"MVP-3,DPOY-3,AS,NBA1,DEF1"
6,Damian Lillard,28,POR,PG,80,80,2838,23.7,0.588,0.419,0.335,2.6,11.1,7,30.6,1.5,1,10.8,29.3,9.7,2.4,12.1,0.205,6.6,-0.3,6.4,6,"MVP-6,AS,NBA2"
7,P.J. Tucker,33,HOU,PF,82,82,2802,9.2,0.547,0.74,0.113,4.7,14.4,9.5,4.6,2.3,1.2,10.3,9.5,2,3,5,0.086,-1.6,1,-0.6,1,
8,Kevin Durant,30,GSW,SF,78,78,2702,24.2,0.631,0.281,0.366,1.4,17.5,9.8,26.2,1,2.6,12.3,29,8.6,2.9,11.5,0.204,5.4,0.1,5.5,5.1,"MVP-8,AS,NBA2"
9,Ben Simmons,22,PHI,PG,79,79,2700,20,0.582,0.006,0.446,6.9,20,13.7,34.2,2,1.8,19.3,22.1,4.6,3.6,8.2,0.146,2.2,1.3,3.6,3.8,AS
10,DeMar DeRozan,29,SAS,SG,77,77,2688,19.6,0.542,0.034,0.336,2.2,16.4,9.4,27.6,1.6,1.1,11.7,27.9,3.6,2.6,6.3,0.112,1,0.1,1.1,2.2,
11,LaMarcus Aldridge,33,SAS,C,81,81,2687,22.9,0.576,0.032,0.312,10.3,19.8,15.1,11.6,0.8,3.4,8.8,26.9,6.4,2.9,9.3,0.167,2.4,-0.6,1.8,2.6,AS
12,Steven Adams,25,OKC,C,80,80,2669,18.5,0.591,0.002,0.361,14.7,14.8,14.7,6.6,2,2.4,12.6,16.4,5.1,4,9.1,0.163,0.7,0.4,1.1,2.1,
13,Klay Thompson,28,GSW,SG,78,78,2652,16.6,0.571,0.427,0.113,1.6,10.1,6,10.5,1.5,1.5,7.2,25.6,2.9,2.3,5.3,0.095,1.1,-1.4,-0.3,1.2,"AS,DEF2"
14,Andre Drummond,25,DET,C,79,79,2647,23.4,0.555,0.036,0.392,16.8,34.7,25.4,7.2,2.5,4.4,12.4,22.9,4.1,5.9,10,0.181,1.3,0.8,2.1,2.7,
15,Aaron Gordon,23,ORL,PF,78,78,2633,15.1,0.538,0.332,0.242,5.2,18.4,11.7,16.6,1.1,1.8,12.3,21.8,1.8,3.3,5.1,0.093,0.3,0.3,0.6,1.7,
16,Russell Westbrook,30,OKC,PG,73,73,2630,21.1,0.501,0.279,0.306,4.1,28.3,15.8,46.5,2.5,1.1,16.3,30.9,1.8,5,6.8,0.124,2.8,2.4,5.2,4.7,"MVP-10,AS,NBA3"
17,Blake Griffin,29,DET,PF,75,75,2622,21,0.581,0.389,0.41,4,20.1,11.8,27.1,1,0.9,13.8,30.2,5.1,2.9,8,0.147,4.9,0.2,5.1,4.7,"AS,NBA3"
18,Buddy Hield,26,SAC,SG,82,82,2615,17.5,0.587,0.479,0.142,4.1,12.4,8.1,11.9,1,1.1,9.2,25.1,4.3,1.6,5.9,0.108,3.5,-1.4,2.1,2.7,
19,Jerami Grant,24,OKC,PF,80,77,2612,13.8,0.592,0.356,0.269,3.7,13.1,8.2,4.2,1.1,3.2,6.8,15.4,4,3.3,7.3,0.134,-0.4,0.6,0.2,1.5,
20,Justin Holiday,29,2TM,SG,82,77,2607,10,0.52,0.598,0.136,1.9,11.9,6.8,8.1,2.3,1.2,11.2,15.7,-0.4,2.5,2.1,0.038,-2.3,0.5,-1.8,0.1,
21,Collin Sexton,20,CLE,PG,82,72,2605,12,0.52,0.245,0.211,2.3,8,5,15.3,0.8,0.2,12.3,25.2,-0.1,-0.5,-0.6,-0.011,-1.4,-3.3,-4.7,-1.8,ROY-5
22,Donovan Mitchell,22,UTA,SG,77,77,2598,17.2,0.537,0.339,0.259,2.5,10.5,6.6,21.2,2,0.9,11.3,31.6,1.3,3.7,5,0.092,1.2,0.1,1.3,2.2,
23,Rudy Gobert,26,UTA,C,81,80,2577,24.6,0.682,0,0.733,13.2,30.2,21.9,9.6,1.2,5.8,12.1,17.8,8.7,5.7,14.4,0.268,3,2.5,5.4,4.8,"MVP-11,DPOY-1,NBA3,DEF1"
24,Bojan Bogdanović,29,IND,SF,81,81,2573,16.1,0.613,0.367,0.29,1.5,12.7,7.2,9.5,1.3,0,10.2,22.4,3.9,2.8,6.8,0.126,1.3,-0.6,0.7,1.7,
25,Joe Ingles,31,UTA,PF,82,82,2568,13.4,0.581,0.602,0.153,1.5,12.2,7,26.1,1.8,0.6,18.4,17.5,2.5,3.6,6,0.113,0.3,1.1,1.4,2.2,
26,Evan Fournier,26,ORL,SG,81,81,2553,12.3,0.536,0.421,0.159,1.6,9.4,5.4,17.6,1.4,0.4,11.9,22.1,0.8,2.5,3.2,0.061,-1.8,-0.6,-2.4,-0.3,
27,Pascal Siakam,24,TOR,PF,80,79,2548,18.7,0.628,0.226,0.32,5.4,17.5,11.6,14.6,1.4,1.7,12.5,20.8,5.7,3.6,9.3,0.175,1.6,0.8,2.4,2.8,MIP-1
28,De'Aaron Fox,21,SAC,PG,81,81,2546,18.1,0.544,0.211,0.378,1.7,10.8,6.2,33.2,2.4,1.5,15,24.5,3.2,2.5,5.6,0.106,1.3,0.2,1.5,2.3,
29,Karl-Anthony Towns,23,MIN,C,77,77,2545,26.3,0.622,0.27,0.342,10.9,29.3,20,17.2,1.3,4.2,13.7,28.9,7.2,3.2,10.4,0.197,5.4,0.6,6,5.1,AS
30,Andrew Wiggins,23,MIN,SF,73,73,2543,12.4,0.493,0.288,0.245,3.5,11.4,7.4,10.9,1.3,1.6,9.3,24.4,-0.6,1.3,0.6,0.012,-1.2,-1.8,-3,-0.6,
31,Josh Richardson,25,MIA,SG,73,73,2539,14,0.536,0.448,0.225,2.3,8.8,5.5,17.9,1.5,1.2,9.1,20.9,3,2.6,5.6,0.106,0.1,0.2,0.3,1.5,
32,Harrison Barnes,26,2TM,PF,77,77,2533,12.8,0.55,0.429,0.271,2.4,12.7,7.5,6.7,0.9,0.4,7.9,20.9,2,1.6,3.6,0.068,-0.2,-1.2,-1.4,0.4,
33,Nikola Vučević,28,ORL,C,80,80,2510,25.5,0.573,0.171,0.168,9.4,31.9,20.5,21.9,1.6,3,9.9,28,5.4,4.7,10.1,0.193,5,1.7,6.6,5.5,AS
34,Nikola Jokić,23,DEN,C,80,80,2504,26.3,0.589,0.224,0.292,9.8,27.6,18.7,37,2.1,1.9,15.4,27.4,7.5,4.3,11.8,0.226,6.2,2.9,9.1,7,"MVP-4,AS,NBA1"
35,Trae Young,20,ATL,PG,81,81,2503,17,0.539,0.384,0.33,2.6,10.2,6.3,40.5,1.3,0.5,17.6,28.4,2.5,0.7,3.3,0.062,2.3,-2.8,-0.6,0.9,ROY-2
36,Thaddeus Young,30,IND,PF,81,81,2489,16.2,0.569,0.174,0.161,8.7,14.4,11.7,12,2.4,1.3,12,18,3,3.9,6.9,0.133,0.4,1.1,1.5,2.2,
37,Jayson Tatum,20,BOS,SF,79,79,2455,15.1,0.547,0.3,0.22,3,17.7,10.4,10,1.6,2.1,9.7,22.1,1.6,3.4,5,0.097,-0.4,0.2,-0.2,1.1,
38,D'Angelo Russell,22,BRK,PG,81,81,2448,19.4,0.533,0.419,0.135,2.3,11.2,6.8,41.3,1.9,0.6,13.6,31.9,2.4,2.6,5,0.097,4,-0.6,3.4,3.4,AS
39,Jamal Murray,21,DEN,PG,75,74,2447,16,0.538,0.353,0.19,2.9,11.2,7,22.4,1.3,1,11.1,24.9,2.8,2.3,5.1,0.1,1.4,-0.8,0.6,1.6,
40,Cedi Osman,23,CLE,SF,76,75,2444,11.5,0.536,0.443,0.214,2,14.8,8.1,12.1,1.2,0.4,11,18.6,1.2,0.2,1.5,0.029,-1.4,-1.8,-3.2,-0.8,
41,Marc Gasol,34,2TM,C,79,72,2436,16.7,0.546,0.314,0.291,3.6,25.1,14.3,22.2,1.7,3.2,13.6,20.7,2,4,6,0.118,0.8,2.3,3.1,3.1,
42,Mikal Bridges,22,PHO,SF,82,56,2417,10.8,0.556,0.556,0.21,2.5,9.7,6,9.8,2.5,1.3,10.2,12.2,1.7,1.2,2.9,0.058,-2,0.4,-1.6,0.3,
43,Jrue Holiday,28,NOP,SG,67,67,2402,19.4,0.555,0.313,0.234,3.3,11,7.2,31.8,2.1,1.8,14.1,25.4,3.5,1.9,5.4,0.108,3.1,-0.1,3,3.1,DEF2
