Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
11,O.J. Mayo,25,DAL,SG,82,82,2913,13.9,0.556,0.34,0.227,1.4,9.6,5.6,19.4,1.6,0.6,15.7,20.9,2.3,1.8,4.2,0.069,0.1,-0.6,-0.5,1.1,
12,David Lee,29,GSW,PF,79,79,2907,19.2,0.561,0.003,0.276,8.5,24.5,16.8,16.5,1.2,0.6,13.7,23.2,5.4,3.7,9.1,0.15,1.4,0.4,1.8,2.8,"MVP-12,AS,NBA3"
13,Luol Deng,27,CHI,SF,75,75,2903,15.1,0.508,0.213,0.258,6.3,12.6,9.4,13.2,1.5,0.8,10.6,21.5,3,3.3,6.3,0.105,1,-0.3,0.8,2,"DPOY-15,AS"
14,Brandon Jennings,23,MIL,PG,80,80,2897,16.1,0.51,0.37,0.225,2.1,7.2,4.6,29.1,2.2,0.3,12.9,23.7,3.6,2.2,5.8,0.096,1.7,-0.6,1.1,2.2,
15,Evan Turner,24,PHI,SF,82,82,2892,12.1,0.478,0.151,0.198,2.1,18.5,10.1,19.7,1.3,0.5,14,21.2,-0.7,2.9,2.1,0.035,-2.2,-0.2,-2.3,-0.3,
16,LeBron James,28,MIA,PF,76,76,2877,31.6,0.64,0.188,0.395,4.4,20.8,13.1,36.4,2.4,1.9,12.4,30.2,14.6,4.7,19.3,0.322,9.3,2.4,11.7,9.9,"MVP-1,DPOY-2,AS,NBA1,DEF1"
17,Russell Westbrook,24,OKC,PG,82,82,2861,23.9,0.532,0.195,0.375,4.8,11.8,8.6,38.4,2.6,0.6,13.2,32.8,7.7,3.9,11.6,0.195,4.6,-0.2,4.4,4.6,"MVP-9,DPOY-17,AS,NBA2"
18,Kemba Walker,22,CHA,PG,82,82,2859,18.8,0.517,0.267,0.298,2.3,9.2,5.7,31.2,2.9,0.9,12.4,25.6,3.7,1.1,4.8,0.08,2.2,-0.8,1.4,2.4,
19,Deron Williams,28,BRK,PG,78,78,2842,20.3,0.574,0.398,0.328,1.2,8.5,4.8,37.5,1.4,0.8,14.5,24.4,9.1,1.8,10.9,0.184,4.5,-0.7,3.8,4.2,
20,Nicolas Batum,24,POR,SF,73,73,2807,15.7,0.566,0.533,0.252,4,13.2,8.5,20.3,1.7,2.2,17,18.2,3.8,1.9,5.8,0.099,2.3,0.5,2.8,3.4,
21,Marc Gasol,28,MEM,C,80,80,2796,19.5,0.559,0.016,0.364,7.6,18.9,13.1,19.1,1.6,4.1,13.5,19.2,6.1,5.4,11.5,0.197,2.1,3.1,5.2,5.1,"MVP-12,DPOY-1,NBA2,DEF2"
22,LaMarcus Aldridge,27,POR,PF,74,74,2790,20.4,0.53,0.011,0.264,7.2,20.9,14,13,1.2,2.5,8.9,26.5,4.8,2.3,7.2,0.124,1.7,-0.4,1.3,2.3,AS
23,Andre Iguodala,29,DEN,SG,80,80,2779,15.2,0.52,0.327,0.307,3.4,13.5,8.5,22.4,2.5,1.5,17.1,18.8,2.4,3.2,5.6,0.097,1.2,1.4,2.6,3.3,DPOY-9
24,Chandler Parsons,24,HOU,SF,76,76,2758,15.3,0.584,0.421,0.165,3.3,13.2,8.3,15.6,1.4,0.9,12.7,18.3,4.9,2.1,7,0.121,2,0,2,2.8,
25,Mike Conley,25,MEM,PG,80,80,2757,18.3,0.549,0.312,0.3,1.8,7.9,4.8,29.5,3.4,0.7,15.1,21,5.1,4.7,9.9,0.172,2.3,2.3,4.6,4.6,"DPOY-21,DEF2"
26,Al Horford,26,ATL,C,74,74,2756,19.8,0.56,0.006,0.196,8.2,23,15.7,15.3,1.5,2.2,11.3,21.8,4.7,4.1,8.8,0.153,1.3,0.6,1.9,2.7,
27,Dwight Howard,27,LAL,C,76,76,2722,19.4,0.573,0.007,0.887,10.4,27.4,19.1,6.6,1.6,4.9,16.6,22.2,2.8,4.8,7.6,0.134,-0.6,1.1,0.6,1.8,"DPOY-14,AS,NBA3"
28,Greg Monroe,22,DET,C,81,81,2687,19.5,0.527,0.004,0.371,9.9,23.6,16.7,18.6,2.1,1.6,16,24.8,2.7,3.2,5.9,0.105,1.5,0.4,1.8,2.6,
29,Rudy Gay,26,2TM,SF,75,74,2687,15.6,0.494,0.208,0.235,4.3,16.3,10.2,13.6,2.3,1.6,12.5,27.2,0.1,3.9,4,0.072,0.5,0.5,1.1,2.1,
30,Greivis Vásquez,26,NOH,PG,78,78,2685,16.3,0.502,0.24,0.152,1.9,13.3,7.5,44.9,1.3,0.2,18.6,23,3,0.7,3.8,0.067,1.6,-1.9,-0.4,1.1,
31,Josh Smith,27,ATL,PF,76,76,2683,17.7,0.501,0.17,0.272,5.8,21.3,13.6,20.9,1.8,3.9,14.6,26.7,-0.3,4.5,4.2,0.075,0.3,1.5,1.8,2.5,
32,J.R. Smith,27,NYK,SG,80,0,2678,17.6,0.522,0.349,0.249,2.7,16.3,9.3,14.5,2,0.8,8.8,26.5,4,2.7,6.7,0.12,1.6,-0.4,1.3,2.2,6MOY-1
33,Joe Johnson,31,BRK,SG,72,72,2642,14.1,0.521,0.375,0.153,2.4,7.4,4.9,16.7,1,0.4,9.9,21.7,3.9,1.2,5.1,0.092,1.4,-1.4,0,1.3,
34,Jeremy Lin,24,HOU,PG,82,82,2640,14.9,0.538,0.287,0.307,1.4,9.1,5.3,29.4,2.5,0.8,18.8,20.8,3,2.5,5.4,0.099,-0.1,0.4,0.3,1.5,
35,Tayshaun Prince,32,2TM,SF,82,81,2631,11.5,0.486,0.115,0.159,3.1,13.2,8.1,12.1,1,0.8,9.2,16.8,1.5,2.1,3.6,0.065,-0.9,-0.2,-1.2,0.5,
36,Thaddeus Young,24,PHI,PF,76,76,2629,18.2,0.541,0.008,0.196,7.6,17.2,12.3,8.2,2.7,1.6,8,19.8,3.7,3.7,7.4,0.136,0.2,1,1.2,2.1,
37,Jeff Teague,24,ATL,PG,80,78,2628,16.8,0.543,0.255,0.232,1.1,6.7,3.9,36.1,2.3,0.8,17.6,23,3.5,2.6,6.1,0.111,0.9,-0.6,0.3,1.5,
38,George Hill,26,IND,PG,76,76,2620,16.6,0.558,0.405,0.245,2,9.9,6,23.4,1.6,0.7,10.7,18.8,5.9,3.8,9.7,0.177,2.2,1.1,3.3,3.5,
39,Zach Randolph,31,MEM,PF,76,75,2607,17.9,0.506,0.022,0.293,13.8,25.1,19.3,7.3,1.3,1,11.5,23.1,3.2,4.7,7.9,0.145,1,-0.7,0.2,1.5,AS
40,Blake Griffin,23,LAC,PF,80,80,2598,22.4,0.572,0.026,0.397,8.7,21.5,15.2,19.9,2,1.6,12.8,25.4,6.8,3.9,10.6,0.196,3.2,0.8,4.1,4,"AS,NBA2"
41,Goran Dragić,26,PHO,PG,77,77,2581,17.5,0.54,0.305,0.36,2.6,8,5.2,35.7,2.5,0.8,16.8,21.7,4.1,1.6,5.7,0.106,1.7,-0.3,1.4,2.2,
42,Al Jefferson,28,UTA,C,78,78,2578,20.9,0.522,0.014,0.176,7,25.9,16.3,12,1.6,2.7,7.3,25.3,4.3,3.3,7.7,0.143,2.2,0.1,2.4,2.8,
43,Paul Pierce,35,BOS,SF,77,77,2575,19.1,0.559,0.35,0.387,2.1,19.7,11.2,25.1,1.7,0.9,14.3,27.4,3.5,3.7,7.2,0.135,3,0.7,3.6,3.6,
44,Tristan Thompson,21,CLE,PF,82,82,2564,16.1,0.516,0.004,0.364,13.2,22.1,17.5,6.9,1.2,2.2,11.7,18.3,3.2,2,5.2,0.098,-0.2,-1.6,-1.8,0.1,
45,Nikola Vučević,22,ORL,C,77,77,2559,17.8,0.534,0.003,0.142,12,28.4,20.2,9.3,1.2,2.4,13,19.3,2.8,2.9,5.7,0.106,0,-0.5,-0.5,0.9,
46,Carlos Boozer,31,CHI,PF,79,79,2546,17.1,0.51,0.002,0.232,7.8,27.2,17.4,13.4,1.4,0.8,12.3,25.8,1.4,4.3,5.7,0.108,-0.3,0.2,-0.1,1.2,
47,Alonzo Gee,25,CLE,SF,82,82,2541,10.5,0.505,0.294,0.276,3.3,11.7,7.3,8.2,2.2,0.9,13.7,16.9,0.5,1.5,1.9,0.036,-2.2,-0.3,-2.6,-0.4,
48,Metta World Peace,33,LAL,SF,75,66,2530,12.5,0.517,0.5,0.205,4.5,11.5,8.1,6.9,2.5,1.2,9.8,17.5,1.9,2.6,4.6,0.086,-0.5,0.9,0.4,1.5,
49,Ty Lawson,25,DEN,PG,73,71,2513,17.9,0.549,0.239,0.32,1.6,7.1,4.4,30.2,2.1,0.2,14.1,22.3,5.6,1.8,7.4,0.141,2.5,-0.5,2,2.5,MVP-12
50,Ryan Anderson,24,NOH,PF,81,22,2503,18.1,0.548,0.5,0.161,8.9,15.9,12.4,6.9,0.9,1,7.5,24,5.7,0.8,6.5,0.125,4.1,-2.1,2,2.5,6MOY-5
51,Serge Ibaka,23,OKC,PF,80,80,2486,19.4,0.612,0.073,0.246,11.1,17,14.2,2.8,0.6,7.4,12.7,18.1,5.3,4.1,9.4,0.181,0.9,0.7,1.5,2.2,"DPOY-3,DEF1"
52,Carmelo Anthony,28,NYK,PF,67,67,2482,24.8,0.56,0.278,0.344,6.1,15.9,10.8,14.1,1.1,1.1,9.3,35.6,7.5,2,9.5,0.184,6,-1.7,4.3,3.9,"MVP-3,AS,NBA2"
53,Luke Ridnour,31,MIN,SG,82,82,2474,13,0.532,0.261,0.202,1.8,7.9,4.8,21,1.7,0.5,12.8,18.3,2.6,1.8,4.3,0.084,-1,0.2,-0.8,0.8,
54,Ömer Aşık,26,HOU,C,82,82,2464,14.9,0.558,0.002,0.487,12.8,31,22,4.6,0.9,2.7,18.8,16.3,2,3.5,5.5,0.108,-1.3,-0.3,-1.6,0.3,
55,Chris Bosh,28,MIA,C,74,74,2454,20,0.592,0.082,0.333,7,17.6,12.6,8.4,1.4,3.4,11,22.7,5.6,3.4,9,0.175,1.5,-0.2,1.3,2.1,AS
56,David West,32,IND,PF,73,73,2435,20.1,0.545,0.019,0.312,6.8,18.8,12.9,16.8,1.6,2.1,12,24.4,4.4,4.7,9.1,0.179,2.4,1.5,4,3.7,
57,Joakim Noah,27,CHI,C,66,64,2426,18.1,0.534,0.008,0.376,12.2,22.6,17.3,17.6,1.7,4.4,19.3,17.2,2.7,4.7,7.3,0.145,0.6,2.7,3.4,3.3,"MVP-12,DPOY-4,AS,DEF1"
58,Wesley Matthews,26,POR,SG,69,69,2403,14.1,0.574,0.526,0.231,1.7,7.6,4.6,11.8,2,0.6,10.9,19.1,3.6,1,4.7,0.093,0.7,-0.2,0.5,1.5,
59,Dwyane Wade,31,MIA,SG,69,69,2391,24,0.571,0.06,0.389,4.7,12.6,8.9,26.6,2.8,1.9,13.2,29.5,6.1,3.5,9.6,0.192,3.7,0.7,4.4,3.8,"MVP-10,DPOY-16,AS,NBA3"
60,JJ Redick,28,2TM,SG,78,13,2379,14.7,0.571,0.513,0.216,0.8,7.3,4,20,0.8,0.3,12.5,20.8,4,0.5,4.5,0.091,1.3,-1.7,-0.4,0.9,6MOY-14
61,Paul Millsap,27,UTA,PF,78,78,2375,19.8,0.55,0.045,0.407,8.6,18.8,13.7,14.5,2.3,2.7,11.8,22.4,4.8,2.9,7.6,0.154,1.7,1,2.7,2.8,
62,Darren Collison,25,DAL,PG,81,47,2372,16.3,0.575,0.188,0.38,1.5,8.7,5.1,26.8,2.2,0.3,17,19.6,4,1.7,5.6,0.114,0.4,-0.3,0.1,1.3,
63,Brandon Knight,21,DET,PG,75,75,2365,12,0.511,0.372,0.256,2.6,9.6,6,21.3,1.3,0.3,17.3,22.8,0.3,0.8,1.1,0.022,-0.9,-1.9,-2.8,-0.5,
64,Jarrett Jack,29,GSW,SG,79,4,2349,15.9,0.542,0.237,0.231,1,10.1,5.7,29.9,1.3,0.4,14.3,21,3.9,1.8,5.6,0.115,1.1,-0.6,0.5,1.4,6MOY-3
65,Chris Paul,27,LAC,PG,70,70,2335,26.4,0.594,0.271,0.377,2.8,10.5,6.7,46.5,3.8,0.4,13.7,22.6,10.6,3.4,13.9,0.287,6.4,2.4,8.8,6.4,"MVP-4,DPOY-11,AS,NBA1,DEF1"
66,Amir Johnson,25,TOR,PF,81,38,2325,17.3,0.591,0.021,0.309,11.4,20,15.6,8.7,1.8,3.8,14.5,16.1,4.4,2.9,7.3,0.151,0,1,1,1.8,
67,J.J. Hickson,24,POR,C,80,80,2323,19.7,0.591,0.003,0.36,13.2,28.5,20.7,6.6,1.1,1.7,14.4,19.9,4.6,2.3,6.9,0.142,1.3,-1.1,0.2,1.3,
68,Raymond Felton,28,NYK,PG,68,68,2313,15.2,0.505,0.293,0.145,2.5,7.5,4.9,27,2.2,0.5,14.2,22.1,2.5,1.7,4.2,0.087,0.9,-0.8,0.1,1.2,
69,Danilo Gallinari,24,DEN,SF,71,71,2309,16.7,0.561,0.416,0.4,3.2,14.4,8.9,11.2,1.4,1.2,9.8,21.3,5.2,2,7.2,0.151,2.9,-0.1,2.8,2.8,
70,Arron Afflalo,27,ORL,SF,64,64,2307,13,0.527,0.265,0.246,1.4,10.3,5.8,14.6,0.9,0.4,12.1,22.5,1.5,0.5,2,0.042,-1.1,-1.8,-2.9,-0.5,
71,Kyle Singler,24,DET,SF,82,74,2293,10,0.517,0.312,0.193,5.4,11.3,8.3,5.3,1.3,1.3,12.3,15.8,1.1,1.2,2.3,0.048,-2.2,-0.8,-3,-0.6,
72,DeMarcus Cousins,22,SAC,C,75,74,2289,20.2,0.524,0.021,0.408,10.9,27,18.7,15.3,2.4,1.9,15.5,28.1,2,2.3,4.4,0.092,0.7,-0.5,0.2,1.2,
73,Jason Thompson,26,SAC,PF,82,81,2285,14.6,0.533,0.004,0.277,8.4,19.5,13.8,6,1.1,2.1,10.8,18.2,2.7,0.9,3.6,0.075,-1,-1.6,-2.6,-0.3,
74,Lance Stephenson,22,IND,SG,78,72,2278,11.8,0.53,0.314,0.192,2.3,12.3,7.4,16.2,1.9,0.5,14.4,15.2,1.8,3.6,5.5,0.115,-1.7,1.7,0,1.2,
75,John Salmons,33,SAC,SF,76,72,2278,10.2,0.509,0.436,0.18,1.6,9,5.2,14.8,1.1,0.9,11.4,14.5,1.8,-0.1,1.6,0.034,-1.1,-1.5,-2.5,-0.3,
76,Roy Hibbert,26,IND,C,79,79,2269,17.3,0.489,0.005,0.261,14.8,17.4,16.1,8.9,0.9,6.7,14.5,22.5,1.3,4.9,6.1,0.129,-1.7,1.4,-0.3,0.9,DPOY-10
77,Kyle Korver,31,ATL,SF,74,60,2259,13.9,0.637,0.689,0.13,1.2,13.5,7.4,9.9,1.6,1.3,9.9,14.5,4,2.5,6.4,0.137,1.1,0.7,1.8,2.2,
78,Brook Lopez,24,BRK,C,74,74,2253,24.7,0.567,0.001,0.358,10.8,16.1,13.4,6.4,0.8,5.2,9.4,28.6,6.4,2.6,9,0.191,3.4,-0.2,3.2,3,AS
79,Jeff Green,26,BOS,PF,81,17,2252,15,0.561,0.226,0.329,3,13.4,8.3,9.6,1.3,2.4,12.5,22.2,1.9,2.8,4.7,0.099,-0.2,-0.1,-0.3,1,
80,Randy Foye,29,UTA,SG,82,72,2249,11.7,0.55,0.588,0.195,0.9,5.8,3.3,11.7,1.5,0.9,10.3,18.1,2.8,0.9,3.7,0.08,0.1,-0.7,-0.6,0.8,
81,Kenneth Faried,23,DEN,PF,80,80,2248,18.5,0.573,0,0.386,13.2,23.2,18.3,5.1,1.8,2.9,12.3,17.7,4.5,3.4,7.8,0.167,0.9,0.2,1.1,1.7,DPOY-17
82,Brandon Bass,27,BOS,PF,81,69,2239,12.3,0.535,0.003,0.255,7,15.2,11.2,6,1,2.3,10.9,15.5,2,2.7,4.7,0.101,-1.9,0,-1.9,0.1,
83,Spencer Hawes,24,PHI,C,82,40,2233,16,0.514,0.107,0.194,8.5,21.7,14.9,13.5,0.6,3.9,13,20.9,1.7,2.8,4.5,0.096,-1.1,0.6,-0.5,0.9,
84,Jamal Crawford,32,LAC,SG,76,0,2230,16.8,0.558,0.39,0.244,1.2,5.6,3.4,14.4,1.9,0.5,11.5,26,3.7,1.7,5.4,0.116,2.3,-1.3,1,1.7,6MOY-2
85,Thabo Sefolosha,28,OKC,SG,81,81,2229,12.8,0.617,0.554,0.148,3.2,12.4,8.2,8.2,2.4,1.5,11.4,11.4,3.6,3.1,6.8,0.146,0.6,1.8,2.4,2.5,
86,Danny Green,25,SAS,SG,80,80,2201,14.1,0.6,0.623,0.119,2,10.3,6.4,9.5,2.1,1.8,11.9,16.6,2.6,3.2,5.9,0.128,1.4,1.4,2.8,2.7,
87,Martell Webster,26,WAS,SF,76,62,2200,13.9,0.601,0.517,0.311,2.7,12.2,7.4,10.7,1.2,0.6,11.1,16.9,3.9,2.4,6.3,0.138,0.5,0.3,0.8,1.6,
88,Bismack Biyombo,20,CHA,C,80,65,2186,10.1,0.472,0,0.41,9.9,20.9,15.2,2.5,0.7,5.3,16.7,10.2,0.1,1.3,1.4,0.031,-3.6,-0.8,-4.4,-1.3,
89,Luis Scola,32,PHO,PF,82,67,2184,16.7,0.516,0.017,0.251,8.1,20.4,14.1,14.5,1.6,1.2,11,23.3,2.4,1.9,4.4,0.096,-0.3,-0.2,-0.5,0.8,
90,Tony Parker,30,SAS,PG,66,66,2174,23,0.588,0.068,0.332,1,9.1,5.3,40.4,1.3,0.2,13,27.7,7.1,2.3,9.3,0.206,4.1,-0.5,3.6,3.1,"MVP-6,AS,NBA2"
91,Rodney Stuckey,26,DET,SG,76,24,2171,13,0.505,0.243,0.364,2.2,9.1,5.6,20.3,1.2,0.6,13.4,21,1.7,0.8,2.5,0.055,-0.6,-1.3,-1.8,0.1,
92,Jared Dudley,27,PHO,SF,79,50,2170,14.9,0.582,0.405,0.242,4.1,8.9,6.4,14.9,1.8,0.3,12,17.2,3.9,0.9,4.8,0.106,1,-0.4,0.6,1.5,
93,Tyson Chandler,30,NYK,C,66,66,2164,18.9,0.671,0,0.645,14.1,24.3,19,4.5,1,3,14.5,13,6.7,2.6,9.3,0.207,1.5,-0.3,1.3,1.8,"DPOY-13,AS,DEF1"
94,José Calderón,31,2TM,PG,73,58,2160,18.8,0.616,0.444,0.126,1.1,8.6,4.8,39.8,1.4,0.3,15.8,17,6.6,0.9,7.4,0.165,4.3,-1.2,3.1,2.8,
95,Andre Miller,36,DEN,PG,82,11,2151,15.7,0.548,0.101,0.307,3.2,9.1,6.2,32.2,1.7,0.4,19.3,17.9,3.9,1.5,5.4,0.12,1.1,-0.2,0.9,1.6,6MOY-6
96,Robin Lopez,24,NOH,C,82,82,2136,18.9,0.573,0,0.288,12.4,13.4,12.9,5.3,0.8,5,12,20,4.4,1.2,5.6,0.126,1.3,-0.7,0.6,1.4,
97,Kevin Martin,29,OKC,SG,77,0,2136,16,0.608,0.477,0.316,1.8,7.4,4.8,7.9,1.7,0.3,10.2,21,5,2,7,0.157,1.7,-0.7,1,1.6,6MOY-4
98,Jimmy Butler,23,CHI,SF,82,20,2134,15.2,0.574,0.205,0.455,7.2,10.4,8.8,8.6,2,1.1,9.2,14.6,4.4,2.6,7,0.158,1,1,2,2.1,DPOY-17
99,Gerald Henderson,25,CHA,SG,68,58,2133,16.4,0.531,0.117,0.366,2.9,10.8,6.7,15.6,1.7,1.3,9.8,23.5,2.9,0.3,3.3,0.073,0.3,-1.4,-1.1,0.5,
100,Jason Terry,35,BOS,SG,79,24,2124,12.8,0.566,0.511,0.202,1.1,7.6,4.4,14.9,1.6,0.4,12.6,18,2.1,1.9,4,0.091,0,-0.2,-0.2,1,
101,Isaiah Thomas,23,SAC,PG,79,62,2122,17.5,0.574,0.386,0.345,1.5,7.3,4.4,24.6,1.6,0.1,12.7,23,5.2,-0.1,5,0.114,2.5,-2,0.5,1.3,
102,Tony Allen,31,MEM,SG,79,79,2109,13.2,0.489,0.038,0.293,6.6,13.8,10.2,7.6,3.1,1.7,11.5,17.8,1,4.1,5.1,0.115,-2,2.4,0.4,1.2,"DPOY-5,DEF1"
103,Gordon Hayward,22,UTA,SF,72,27,2104,16.8,0.564,0.318,0.38,2.8,9.8,6.3,16.7,1.5,1.4,11.7,22.1,4.2,1.2,5.4,0.123,2.5,-0.5,2,2.1,6MOY-14
104,Vince Carter,36,DAL,SF,81,3,2093,17.8,0.571,0.467,0.261,3.1,14.4,8.9,15,1.8,1.6,10,23.1,3.9,2,6,0.137,2.7,0.3,3.1,2.6,6MOY-14
105,Nate Robinson,28,CHI,PG,82,23,2086,17.4,0.54,0.378,0.183,1.6,8.6,5.1,31.4,2.2,0.4,12.6,25.1,3.5,2.4,5.9,0.136,2.5,0.3,2.8,2.5,6MOY-8
106,Tim Duncan,36,SAS,C,69,69,2078,24.4,0.554,0.007,0.307,7.3,29.6,19.1,15.5,1.2,6.4,11.7,27.8,3.4,4.9,8.3,0.191,2.4,2.9,5.3,3.8,"MVP-7,DPOY-6,AS,NBA1,DEF2"
107,Gerald Wallace,30,BRK,SF,69,68,2076,11.6,0.49,0.356,0.415,3.9,14.3,9.1,13.3,2.5,1.7,16.9,14.5,0.6,2.5,3.1,0.072,-1.2,1.8,0.7,1.3,
108,Mario Chalmers,26,MIA,PG,77,77,2068,13.3,0.576,0.569,0.212,1.2,8.6,5.1,19.4,3,0.5,17.1,16.1,2.6,2.5,5.2,0.12,-0.5,0.9,0.4,1.3,
109,Al-Farouq Aminu,22,NOH,SF,76,71,2066,13.7,0.519,0.04,0.289,7.9,26.2,16.9,7.8,2.4,2.1,17.8,14.6,0.7,2.4,3.1,0.073,-1.3,1.2,-0.1,1,
110,Harrison Barnes,20,GSW,SF,81,81,2058,11,0.526,0.231,0.303,2.9,14.5,8.9,7.3,1.3,0.5,12.4,17.7,0.9,1.9,2.8,0.065,-1.6,-0.1,-1.7,0.1,ROY-6
111,Matt Barnes,32,LAC,SF,80,4,2058,15.5,0.566,0.481,0.173,6.5,14.5,10.6,9.2,2.1,2.6,11,18.1,3.5,2.8,6.3,0.146,1.1,0.7,1.8,2,
112,Emeka Okafor,30,WAS,C,79,77,2052,15.8,0.496,0,0.278,10.7,26.8,18.7,7.9,1.1,3,12.2,19.5,0.7,3.7,4.5,0.104,-1,0.3,-0.7,0.7,
113,Kyrie Irving,20,CLE,PG,59,59,2048,21.4,0.553,0.261,0.271,1.8,10.8,6.1,32.7,2.3,0.8,13.8,30.2,4.2,1.1,5.3,0.125,4.3,-0.7,3.7,3,AS
114,Jason Kidd,39,NYK,SG,76,48,2043,13.5,0.532,0.795,0.117,2.8,16.2,9.3,17.8,3.3,1.1,15,11.6,2.6,2.8,5.4,0.128,0.6,2.7,3.3,2.7,
115,Ray Allen,37,MIA,SG,79,0,2035,14.7,0.599,0.51,0.243,2.6,10.1,6.6,10.2,1.7,0.6,12.5,19.3,3.4,1.9,5.4,0.126,1.1,-0.8,0.3,1.2,
116,Andrei Kirilenko,31,MIN,SF,64,64,2034,17.6,0.59,0.214,0.446,5.6,15.1,10.2,14.4,2.4,2.4,15.1,17.4,3.4,2.6,6,0.142,1.8,1.8,3.5,2.9,
117,Tyler Zeller,23,CLE,C,77,55,2033,11,0.486,0.007,0.281,8.7,16.7,12.5,7.4,0.9,2.8,13.1,15.9,0.8,1.2,2,0.048,-3.1,-0.9,-4,-1,
118,Michael Kidd-Gilchrist,19,CHA,SF,78,77,2025,14,0.506,0.015,0.305,7.2,18.9,12.9,10.1,1.4,2.8,12.7,17.9,1.1,1,2.1,0.051,-1.6,-0.9,-2.6,-0.3,ROY-8
119,Kevin Garnett,36,BOS,C,68,68,2022,19.2,0.535,0.019,0.236,4.5,25.8,15.5,14.4,2,2.4,10.5,24.5,1.8,3.8,5.6,0.133,0.9,1.7,2.6,2.3,"MVP-12,AS"
120,Kyle Lowry,26,TOR,PG,68,52,2020,17.5,0.543,0.448,0.384,3.2,15.9,9.5,34.6,2.5,1,17.7,20.3,3.5,2.1,5.6,0.133,2,0.9,2.9,2.5,
121,Tyreke Evans,23,SAC,SG,65,61,2016,18.1,0.558,0.174,0.354,3.1,13.5,8.2,19,2.3,1,12.6,22.3,3.6,0.8,4.4,0.105,2,-0.2,1.8,1.9,
122,Ersan İlyasova,25,MIL,PF,73,54,2012,18.3,0.552,0.267,0.196,7.9,20.3,13.9,9.6,1.7,1.3,7.9,20.5,4.1,2.5,6.7,0.159,2,0,2,2,
123,DeAndre Jordan,24,LAC,C,82,82,2010,17.2,0.606,0,0.51,12.7,22.4,17.6,2.2,1.3,4.7,14.3,15.9,3,3.2,6.2,0.148,-0.1,-0.2,-0.2,0.9,
124,Dante Cunningham,25,MIN,PF,80,9,2010,13.3,0.485,0.009,0.154,7.8,15.6,11.6,5.7,2.2,1.5,7.3,17.2,1.1,2.4,3.5,0.084,-1.8,0.4,-1.4,0.3,
125,Shawn Marion,34,DAL,PF,67,67,2010,18,0.553,0.106,0.146,8.2,20.6,14.5,13.1,1.9,1.8,12.3,19,2.9,2.5,5.3,0.127,1.6,0.6,2.2,2.1,
