Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
53,Courtney Lee,29,MEM,SG,77,74,2354,11.5,0.555,0.348,0.201,1,7.6,4.3,9.8,1.7,0.4,10,15.2,2.5,2.4,4.8,0.099,-1,0.5,-0.5,0.9,
54,Harrison Barnes,22,GSW,SF,82,82,2318,13.4,0.573,0.328,0.229,5.6,15.1,10.5,6.9,1.3,0.6,9,14.9,3.7,3,6.7,0.139,0.2,-0.1,0.1,1.2,
55,Al Horford,28,ATL,C,76,76,2318,21.4,0.563,0.037,0.146,6.7,19.8,13.4,18.6,1.5,3.5,8.9,22.2,5.1,3.6,8.7,0.179,2.6,1.5,4.1,3.6,AS
56,Gerald Henderson,27,CHO,SG,80,72,2315,13.2,0.514,0.161,0.256,1.7,11.6,6.5,15.6,1.1,0.7,10.5,20.7,1.3,2.3,3.6,0.074,-1.3,0,-1.4,0.4,
57,Danny Green,27,SAS,SG,81,80,2312,16.5,0.596,0.619,0.172,2.7,13.9,8.4,10.3,2.2,2.8,10.5,17.5,4,3.9,7.8,0.163,2.6,2,4.6,3.8,
58,Nerlens Noel,20,PHI,C,75,71,2311,15,0.493,0,0.352,8.3,21,14.3,9.8,2.9,5,16.2,17,-0.2,4.2,4,0.083,-2.6,2.3,-0.3,1,"ROY-3,DPOY-15"
59,Zach Randolph,33,MEM,PF,71,71,2304,19.5,0.538,0.021,0.32,11.2,25.8,18.5,11.4,1.6,0.5,12.8,24.3,3.4,3.8,7.2,0.149,1.4,-0.1,1.3,1.9,
60,Russell Westbrook,26,OKC,PG,67,67,2302,29.1,0.536,0.196,0.445,5.9,16.7,11.4,47,3,0.5,14.3,38.4,7.5,3.2,10.6,0.222,6.9,1.2,8.1,5.8,"MVP-4,AS,NBA2"
61,Josh Smith,29,2TM,PF,83,35,2300,14.9,0.467,0.231,0.258,7.2,18.3,12.6,20.5,1.9,3.9,15.8,24.8,-1.1,3.4,2.3,0.048,-0.6,1.2,0.7,1.6,
61,Josh Smith,29,DET,PF,28,28,896,14.3,0.417,0.095,0.284,6.1,18.9,12.3,24.7,2.1,4.2,14.1,25.3,-1.1,1.3,0.2,0.012,-0.7,2.2,1.5,0.8,
61,Josh Smith,29,HOU,PF,55,7,1404,15.2,0.5,0.32,0.242,7.9,17.9,12.9,17.8,1.8,3.8,16.9,24.5,-0.1,2.2,2.1,0.071,-0.5,0.7,0.2,0.8,
62,Trey Burke,22,UTA,PG,76,43,2288,12.6,0.455,0.388,0.144,1.6,8.7,5.2,25,1.5,0.5,10.4,23.9,0.8,1.6,2.4,0.05,-0.1,-1.3,-1.4,0.3,
63,Tyson Chandler,32,DAL,C,75,75,2286,20.1,0.697,0,0.584,14.1,27.4,20.7,5.3,0.9,3.2,16,12.8,7.2,3.1,10.3,0.216,2.4,0.2,2.6,2.7,
64,Dirk Nowitzki,36,DAL,PF,77,77,2282,19.2,0.56,0.258,0.272,2.1,19.9,11,10.4,0.9,1.2,6.5,24.9,5.2,2,7.2,0.152,2.7,-0.5,2.2,2.4,AS
65,Derrick Favors,23,UTA,PF,74,74,2280,21.8,0.558,0.007,0.362,10,20.7,15.4,9.4,1.4,4.3,10.2,23.8,5,3.3,8.3,0.175,1.9,0.6,2.5,2.6,
66,Matt Barnes,34,LAC,SF,76,74,2271,11.3,0.574,0.603,0.152,2.6,12.2,7.5,7.2,1.5,1.8,11.6,14.9,2.2,2.1,4.3,0.091,-0.5,0.2,-0.3,1,
67,Reggie Jackson,24,2TM,PG,77,40,2268,17.2,0.511,0.242,0.219,2.6,12.9,7.8,34.8,1.4,0.3,14.6,24.6,3.3,1.7,4.9,0.104,1.8,-0.6,1.1,1.8,
67,Reggie Jackson,24,OKC,PG,50,13,1398,15.6,0.511,0.274,0.2,2.2,13,7.7,24.5,1.5,0.3,12.7,22.1,1.8,1.1,2.9,0.101,0.9,-0.2,0.7,0.9,
67,Reggie Jackson,24,DET,PG,27,27,870,19.8,0.511,0.198,0.245,3.4,12.7,7.9,51.2,1.2,0.4,17,28.6,1.5,0.5,2,0.11,3.2,-1.3,1.9,0.9,
68,Evan Turner,26,BOS,SG,82,57,2260,12.8,0.482,0.16,0.189,1.9,18.5,10.1,30,1.8,0.7,19.7,19.5,-0.3,2.8,2.5,0.054,-1.8,0.8,-1,0.6,
69,Wesley Johnson,27,LAL,SF,76,59,2245,11.1,0.509,0.375,0.162,3.2,12.9,7.8,8.6,1.3,1.6,10.5,16.4,1,0.7,1.7,0.037,-1.1,-0.8,-1.9,0.1,
70,Jarrett Jack,31,BRK,PG,80,27,2241,14.6,0.522,0.179,0.278,1,11.3,6.1,27.3,1.7,0.5,17.2,22.6,1.1,1.4,2.6,0.055,-0.4,-0.7,-1.1,0.5,
71,Jeff Teague,26,ATL,PG,73,72,2228,20.6,0.566,0.233,0.36,1.6,7.7,4.7,37.9,2.9,1.2,16.6,25.3,5,2.8,7.7,0.166,2.7,0.3,2.9,2.8,AS
72,Tim Duncan,38,SAS,C,77,77,2227,22.6,0.56,0.009,0.38,8.8,26.7,17.9,16.8,1.4,5.1,12.1,22.2,4.9,4.7,9.6,0.207,2.3,2.8,5.1,4,"MVP-10,DPOY-8,AS,NBA3,DEF2"
73,Mike Conley,27,MEM,PG,70,70,2225,18.6,0.558,0.314,0.282,1.5,9.2,5.4,28,2.1,0.5,13.6,23.7,4.2,2.7,6.8,0.147,2.6,0.2,2.8,2.7,
74,Dion Waiters,23,2TM,SG,80,23,2208,10.9,0.46,0.26,0.182,2.1,7.4,4.8,11.9,2.1,0.8,10,22.5,-0.6,1.7,1.1,0.025,-2.5,-0.8,-3.3,-0.7,
74,Dion Waiters,23,CLE,SG,33,3,786,12.2,0.468,0.251,0.175,1.8,6.5,4.2,15.6,2.9,1,12,24,-0.3,0.7,0.5,0.029,-2.6,0,-2.6,-0.1,
74,Dion Waiters,23,OKC,SG,47,20,1422,10.1,0.455,0.265,0.185,2.2,7.9,5.1,9.8,1.6,0.6,8.8,21.7,-0.3,1,0.7,0.023,-2.5,-1.2,-3.7,-0.6,
75,Tristan Thompson,23,CLE,PF,82,15,2194,15.6,0.58,0,0.508,14.5,19.7,17.2,2.7,0.8,2.2,12.2,14,4.7,2.1,6.8,0.148,0.1,-1.4,-1.2,0.4,6MOY-5
76,Gorgui Dieng,25,MIN,C,73,49,2193,17.2,0.573,0.012,0.477,11.3,20.8,15.9,10.5,1.6,4.5,16.9,15,3.4,1.5,4.9,0.108,-0.1,0.3,0.2,1.2,
77,DeMarre Carroll,28,ATL,SF,70,69,2189,15.9,0.603,0.466,0.277,5.3,13.8,9.7,8.3,2.2,0.7,9.3,16.9,4.3,2.8,7,0.154,1.2,0.4,1.7,2,DPOY-15
78,Chandler Parsons,26,DAL,SF,66,66,2186,16.3,0.567,0.419,0.233,3.2,13,8.1,11.4,1.6,0.7,9.5,20.6,3.8,1.7,5.5,0.121,2,-0.4,1.6,2,
79,Rudy Gobert,22,UTA,C,82,37,2158,21.6,0.627,0.005,0.639,14.3,27.2,20.7,8.2,1.6,7,16.9,14,5,4.3,9.3,0.206,1.7,2.5,4.2,3.4,DPOY-5
80,Patrick Patterson,25,TOR,PF,81,4,2156,14.6,0.568,0.529,0.15,6.8,16.3,11.6,10.7,1.4,1.6,8.7,13.1,4.4,1.7,6.1,0.137,2.3,0.2,2.5,2.4,
81,Michael Carter-Williams,23,2TM,PG,66,63,2149,14.1,0.461,0.166,0.317,3.2,15.3,9,37.3,2.6,1.1,19.5,26.7,-2.1,2.9,0.8,0.017,-1.3,0.3,-1.1,0.5,
81,Michael Carter-Williams,23,PHI,PG,41,38,1391,12.8,0.444,0.205,0.298,3.2,17.3,9.9,40.9,2.2,1,20.1,27.1,-2.1,1.6,-0.5,-0.017,-1.7,-0.4,-2,0,
81,Michael Carter-Williams,23,MIL,PG,25,25,758,16.3,0.496,0.091,0.354,3.2,11.7,7.5,30.8,3.4,1.3,18.2,25.8,0,1.3,1.3,0.08,-0.8,1.4,0.6,0.5,
82,Greg Monroe,24,DET,PF,69,57,2137,21.2,0.549,0,0.394,11.2,25.1,17.9,11.7,1.9,1.3,13,23.9,4,2.8,6.8,0.153,2,0,2,2.1,
83,Enes Freedom,22,2TM,C,75,74,2135,20.3,0.564,0.048,0.252,14.6,20.5,17.6,4.8,0.9,1.1,12.3,24.7,4.3,2.1,6.4,0.145,1.6,-2.5,-0.9,0.6,
83,Enes Freedom,22,UTA,C,49,48,1326,17.5,0.535,0.07,0.203,12.9,20.5,16.7,3.8,0.9,1,12.8,25.1,1.4,1.3,2.7,0.099,0,-2.7,-2.7,-0.2,
83,Enes Freedom,22,OKC,C,26,26,809,24.9,0.611,0.012,0.335,17.5,20.5,19,6.4,0.8,1.3,11.6,23.9,2.9,0.8,3.7,0.22,4.4,-2.3,2,0.8,
84,Kemba Walker,24,CHO,PG,62,58,2119,17.6,0.486,0.285,0.288,1.8,9.9,5.7,27.1,2.2,1.2,8.3,25.9,1.8,2.6,4.5,0.101,1.7,0.6,2.3,2.3,
85,Serge Ibaka,25,OKC,PF,64,64,2116,16.6,0.549,0.261,0.14,7,18.1,12.6,4.2,0.7,5.8,10.4,18.9,2.9,2.7,5.6,0.127,0.5,0.4,0.9,1.6,
86,Deron Williams,30,BRK,PG,68,55,2114,15.7,0.504,0.307,0.313,1.5,11,6.3,33.7,1.6,0.6,14.9,22.3,2.3,1.3,3.6,0.083,1.1,-0.9,0.2,1.2,
87,Bradley Beal,21,WAS,SG,63,59,2107,14,0.521,0.304,0.195,3.1,9.6,6.4,15,1.8,0.7,11.7,22.5,1.3,2.4,3.7,0.085,-0.1,0.2,0.1,1.1,
88,Brook Lopez,26,BRK,C,72,44,2100,22.7,0.558,0.01,0.278,11.5,17.1,14.3,4.5,1.1,4.8,8.6,26.3,4.7,2.2,7,0.159,1.8,-0.7,1.2,1.6,
89,DeMar DeRozan,25,TOR,SG,60,60,2100,17.4,0.51,0.089,0.438,2.3,12.9,7.6,17,1.8,0.4,10.4,28.4,2.6,1.4,4,0.09,0.5,-1.4,-0.9,0.6,
90,Jonas Valančiūnas,22,TOR,C,80,80,2096,20.6,0.623,0.002,0.423,11.8,26.3,19.1,3.1,0.8,3.6,12.4,19.1,5.8,2.4,8.2,0.189,1.4,-0.9,0.5,1.3,
91,Terrence Ross,23,TOR,SF,82,61,2092,11.2,0.519,0.518,0.074,1.8,10.7,6.2,6.5,1.3,1,8.1,18.3,1.3,1,2.4,0.054,-0.1,-1.3,-1.4,0.3,
92,Corey Brewer,28,2TM,SF,80,17,2087,13.9,0.507,0.292,0.281,4.2,11.7,7.9,13.8,2.7,0.7,12.7,21.6,1,2.1,3.1,0.071,-1.2,0.2,-1,0.5,6MOY-8
92,Corey Brewer,28,MIN,SF,24,16,680,13.8,0.484,0.182,0.347,5.2,10.8,7.9,18.6,4,0.5,16.2,20.1,0,0.4,0.4,0.028,-1.9,1.1,-0.8,0.2,
92,Corey Brewer,28,HOU,SF,56,1,1407,14,0.516,0.334,0.255,3.8,12.1,8,11.5,2.1,0.8,11.2,22.4,1,1.6,2.7,0.091,-0.8,-0.3,-1.1,0.3,
93,Kenneth Faried,25,DEN,PF,75,71,2086,18.4,0.548,0.011,0.391,12.1,22.9,17.3,7.1,1.5,2.1,12,20.3,3.5,2.1,5.6,0.13,0.6,-0.7,-0.1,1,
94,J.R. Smith,29,2TM,SG,70,51,2080,13.6,0.538,0.564,0.095,1.7,10.4,6,15.6,2.1,0.8,11,19.3,2.2,1.5,3.7,0.085,0.7,0,0.7,1.5,
94,J.R. Smith,29,NYK,SG,24,6,619,11.5,0.487,0.359,0.155,0.7,10.4,5.4,23.3,1.5,0.5,14.4,23.3,-0.2,0.1,-0.1,-0.008,-0.9,-1.9,-2.8,-0.1,
94,J.R. Smith,29,CLE,SG,46,45,1461,14.5,0.565,0.667,0.065,2.1,10.4,6.3,12.3,2.3,1,9.1,17.6,2.4,1.3,3.8,0.124,1.4,0.8,2.2,1.6,
95,Andre Iguodala,31,GSW,SF,77,0,2069,12.3,0.553,0.427,0.23,2.4,10.8,6.7,14.6,2.1,0.9,13.9,13.3,2.3,2.8,5.1,0.117,-0.4,1.4,0.9,1.5,6MOY-4
96,Joakim Noah,29,CHI,C,67,67,2049,15.3,0.482,0.005,0.407,11.9,22.1,17.1,23,1.2,2.6,19.6,13.7,2.4,3.1,5.6,0.13,0.1,2,2.1,2.1,DPOY-12
97,Marcus Morris,25,PHO,PF,81,35,2045,13.7,0.52,0.41,0.148,3.9,16.9,10.3,10.2,1.5,0.6,8.2,19,2.2,1.8,4,0.093,0.1,0,0.1,1.1,
98,Timofey Mozgov,28,2TM,C,81,80,2045,16.6,0.594,0.011,0.382,11,21.4,16.1,4.3,0.8,3.7,14.9,16.9,3.5,2.2,5.7,0.133,-0.6,-0.1,-0.7,0.7,
98,Timofey Mozgov,28,DEN,C,35,35,897,13.8,0.554,0.026,0.371,10.6,22.6,16.4,2.7,0.8,3.6,14.8,15.3,0.9,0.9,1.8,0.096,-1.9,-0.1,-1.9,0,
98,Timofey Mozgov,28,CLE,C,46,45,1148,18.7,0.621,0,0.389,11.4,20.4,15.9,5.6,0.8,3.9,15,18.1,2.5,1.3,3.9,0.161,0.4,-0.1,0.3,0.7,
99,Donatas Motiejūnas,24,HOU,PF,71,62,2037,14.4,0.553,0.19,0.237,7.4,15.4,11.4,10.8,1.4,1.3,13.7,19.1,2.4,2.3,4.7,0.11,-0.4,-0.1,-0.5,0.8,
100,Marvin Williams,28,CHO,PF,78,37,2035,11.8,0.541,0.535,0.176,3.1,18.2,10.4,7.8,1.8,1.4,10.1,13.3,1.5,2.9,4.3,0.102,-1.4,1.4,0,1,
101,Brandon Knight,23,2TM,PG,63,61,2035,17.1,0.543,0.361,0.251,1.6,12,6.8,27.4,2.3,0.4,16.1,25.9,2,2.5,4.5,0.106,1.9,-0.3,1.6,1.9,
101,Brandon Knight,23,MIL,PG,52,52,1688,18.5,0.556,0.341,0.26,1.8,13.1,7.5,28.6,2.5,0.5,16.7,26.6,2,2.4,4.4,0.124,2.5,0,2.5,1.9,
101,Brandon Knight,23,PHO,SG,11,9,347,10.5,0.472,0.469,0.203,0.6,6.7,3.6,21.6,0.9,0.2,12.9,22.6,0,0.1,0.1,0.016,-1.2,-1.7,-2.9,-0.1,
