Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
48,Wilson Chandler,30,DEN,SF,74,71,2346,10.9,0.542,0.39,0.181,4.9,14.1,9.6,9.4,0.9,1.4,11.9,14.3,2.1,1.2,3.3,0.067,-1,-1.1,-2.1,-0.1,
49,Kevin Durant,29,GSW,SF,68,68,2325,26,0.64,0.338,0.331,1.6,19.5,11.2,25.5,1,4,12.9,30.4,7.5,2.9,10.4,0.215,6.7,0.6,7.3,5.5,"MVP-7,DPOY-9,AS,NBA1"
50,Eric Bledsoe,28,2TM,PG,74,74,2322,19.7,0.582,0.364,0.321,2.6,11.7,7.1,25.7,3.2,1.5,16.1,26.1,3.1,2.5,5.6,0.116,2.3,0.3,2.5,2.6,
51,Jeff Teague,29,MIN,PG,70,70,2311,16.4,0.553,0.287,0.301,1.2,9.3,5.2,30.6,2.2,0.9,16.4,20.6,3.4,1.4,4.9,0.101,1.1,-0.7,0.4,1.4,
52,Dario Šarić,23,PHI,PF,78,73,2310,15.8,0.582,0.448,0.233,7.5,16.4,12.1,13,1.1,0.7,13.1,20.9,3.8,2.8,6.6,0.137,1.8,-0.5,1.3,1.9,
53,Courtney Lee,32,NYK,SG,76,69,2310,13,0.564,0.368,0.164,1.4,9.3,5.4,11.3,1.7,0.6,9.4,16.9,2.7,1.2,3.9,0.082,-0.1,-0.2,-0.3,1,
54,Spencer Dinwiddie,24,BRK,PG,80,58,2306,15.9,0.527,0.517,0.32,1.8,10.2,6,35,1.4,0.7,11.8,20.3,4.3,1.4,5.7,0.118,1.3,-0.7,0.6,1.5,
55,Gary Harris,23,DEN,SG,67,65,2304,16.5,0.597,0.434,0.178,1.8,6.8,4.3,13,2.6,0.5,10.8,20.8,3.9,1.5,5.5,0.114,1,-0.2,0.8,1.7,
56,Draymond Green,27,GSW,PF,70,70,2287,16.1,0.556,0.414,0.279,3.9,21.1,13.1,29,2,3.1,22.5,17.2,2.6,3.4,6.1,0.127,0.9,1.9,2.8,2.8,"DPOY-6,AS,DEF2"
57,Yogi Ferrell,24,DAL,SG,82,21,2282,11.4,0.54,0.492,0.141,1.2,11.2,6.1,13.5,1.4,0.4,9.1,17,1.5,1.5,3,0.064,-1.3,0,-1.4,0.4,
58,P.J. Tucker,32,HOU,PF,82,34,2281,8.3,0.537,0.703,0.136,4.6,17.8,11.3,4.6,1.7,1,13.7,10.5,1,3,3.9,0.082,-1.9,0.8,-1.1,0.5,
59,Al Horford,31,BOS,C,72,72,2277,17.6,0.575,0.3,0.159,5,20.2,12.7,23.6,0.9,2.9,14.1,18.4,4,3.8,7.8,0.165,2.4,2,4.4,3.7,"DPOY-5,AS,DEF2"
60,Trevor Ariza,32,HOU,SF,67,67,2269,11.8,0.567,0.71,0.137,1.7,12.9,7.3,6.8,2.1,0.5,7,14.4,2.6,2.8,5.3,0.113,0,0.7,0.7,1.5,
61,Justin Holiday,28,CHI,SG,72,72,2265,10.8,0.513,0.574,0.21,1.4,12.8,6.9,10.1,1.7,1.2,9.8,18.2,0.1,1.6,1.7,0.036,-1.6,-0.3,-1.9,0,
62,Ricky Rubio,27,UTA,PG,77,77,2254,15.4,0.537,0.33,0.307,2.2,15.3,8.8,28.4,2.7,0.4,18.1,22.9,1.5,3.8,5.3,0.112,-0.7,1.5,0.7,1.6,
63,J.R. Smith,32,CLE,SG,80,61,2244,8.4,0.534,0.64,0.094,1.5,10.1,5.9,8.6,1.5,0.4,11.6,13.8,0.6,0.9,1.4,0.031,-2.1,-0.9,-3,-0.6,
64,Kelly Oubre Jr.,22,WAS,SF,81,11,2231,11.9,0.534,0.467,0.295,3,15.4,9.2,6.4,1.8,1.4,9.2,19.4,1.4,2.3,3.7,0.08,-1.6,-0.1,-1.7,0.2,
65,Cory Joseph,26,IND,PG,82,17,2210,11,0.503,0.315,0.156,2,11.4,6.7,16.1,1.8,0.7,11.9,14.8,1.2,2,3.1,0.068,-1.8,0.3,-1.5,0.3,
66,Allen Crabbe,25,BRK,SG,75,68,2197,12.3,0.558,0.643,0.163,1.3,14.4,7.8,8.4,1,1.2,8.1,19,1.8,1.4,3.2,0.07,0,-0.7,-0.7,0.7,
67,Julius Randle,23,LAL,C,82,49,2190,19.9,0.606,0.05,0.47,8.9,22.8,15.9,15.8,0.9,1.7,16.3,25.3,4,2.6,6.6,0.145,0.6,0,0.6,1.4,
68,DeMarre Carroll,31,BRK,PF,73,73,2180,14.3,0.55,0.498,0.313,5.1,18.4,11.7,10.5,1.3,1,10.3,19.8,2.3,1.8,4.1,0.091,0.5,-0.4,0.2,1.2,
69,Bogdan Bogdanović,25,SAC,SG,78,52,2175,13.5,0.556,0.426,0.154,1.6,10.5,5.8,18.3,1.7,0.7,13.2,19.6,1.8,1.1,2.9,0.064,-0.6,-0.9,-1.5,0.3,
70,Jimmy Butler,28,MIN,SG,59,59,2164,23.7,0.59,0.217,0.461,4.2,12.7,8.4,20.6,2.7,1,8.9,24.9,7.1,1.8,8.9,0.198,5,0.7,5.8,4.2,"MVP-10,DPOY-12,AS,NBA3,DEF2"
71,Eric Gordon,29,HOU,SG,69,30,2154,15.2,0.578,0.627,0.248,1.3,7.5,4.4,11.7,1,1.1,10.8,24.7,2.9,1.8,4.7,0.105,2,-1.6,0.4,1.3,6MOY-2
72,Derrick Favors,26,UTA,C,77,77,2153,18.8,0.593,0.09,0.306,10.6,18.5,14.6,7.8,1.3,3.2,9.9,18.5,4.5,3.5,8,0.179,0.9,0.7,1.5,1.9,
73,Jaylen Brown,21,BOS,SG,70,70,2152,13.6,0.562,0.381,0.29,3.4,14,8.8,8.5,1.6,1,12,21.4,1.2,3.2,4.5,0.1,-0.8,0.3,-0.5,0.8,DPOY-10
74,T.J. Warren,24,PHO,SF,65,65,2142,17.6,0.541,0.085,0.24,6.1,10.5,8.3,7.2,1.5,1.5,6.7,24.9,2.6,0.8,3.4,0.077,0.8,-1.6,-0.7,0.7,
75,Wesley Matthews,31,DAL,SF,63,63,2131,11.4,0.541,0.577,0.145,1.4,9.2,5.2,12.3,1.8,0.7,10.1,17.6,1,1.6,2.6,0.059,-1,0.1,-0.9,0.6,
76,JJ Redick,33,PHI,SG,70,70,2116,15.9,0.614,0.523,0.248,0.5,8.3,4.5,15.1,0.8,0.2,9.6,21.7,4.8,1.8,6.6,0.15,2.2,-1.1,1.1,1.7,
77,Patty Mills,29,SAS,PG,82,36,2107,11.8,0.558,0.607,0.173,1.4,6.8,4.1,16,1.3,0.4,12.6,17.8,2,2.1,4.1,0.093,-0.6,-0.4,-1,0.5,
78,Denzel Valentine,24,CHI,SG,77,37,2095,12.1,0.527,0.513,0.071,2.4,18.3,10.1,17.8,1.5,0.5,11.8,17.5,1,1.5,2.5,0.057,-1,0,-1,0.5,
79,Serge Ibaka,28,TOR,PF,76,76,2093,14.7,0.574,0.379,0.151,4.3,21,12.8,4.4,0.7,3.8,9.7,19.4,2.1,3,5.1,0.117,-0.1,0,-0.1,1,
80,Jae Crowder,27,2TM,SF,80,47,2090,10.4,0.525,0.508,0.221,3.2,11.5,7.4,6.9,1.5,0.9,9.1,17.3,1,1.6,2.6,0.06,-1.9,-0.6,-2.5,-0.3,
81,Jusuf Nurkić,23,POR,C,79,79,2088,19.2,0.528,0.007,0.287,10,26.9,18.5,11.7,1.5,4.3,14.6,26.4,0.8,3.9,4.7,0.108,-1.1,1.1,0,1.1,DPOY-15
82,Dennis Schröder,24,ATL,PG,67,67,2078,17.3,0.515,0.229,0.231,2.4,8.8,5.6,36.2,1.7,0.2,12.7,30.4,1.5,1,2.6,0.059,1.2,-1.9,-0.6,0.7,
83,Marcin Gortat,33,WAS,C,82,82,2075,14.7,0.546,0,0.291,9.9,24,17,10.6,1,2.6,13.5,15.5,2.4,2.4,4.9,0.113,-0.8,0.3,-0.6,0.8,
84,Al-Farouq Aminu,27,POR,PF,69,67,2072,12,0.522,0.582,0.137,5.2,22.3,13.8,5.8,1.9,1.6,11.3,14.8,0.9,3.2,4.2,0.097,-0.7,1.1,0.4,1.3,
85,Dragan Bender,20,PHO,PF,82,37,2069,7.1,0.524,0.665,0.105,2,16.8,9.3,8.9,0.5,2.1,18.1,12.7,-0.7,0.8,0.1,0.001,-2.9,-0.8,-3.7,-0.9,
86,Terry Rozier,23,BOS,PG,80,16,2068,15.1,0.52,0.503,0.186,3.4,16.3,9.9,17.5,1.9,0.8,8.5,20.4,2.2,3.4,5.6,0.13,0.9,1.2,2.1,2.1,6MOY-10
87,Austin Rivers,25,LAC,SG,61,59,2057,12.6,0.526,0.447,0.198,1.5,6.2,3.9,17.5,1.7,0.6,11.1,20.6,1.4,1,2.4,0.056,-0.3,-0.9,-1.2,0.4,
88,Tony Snell,26,MIL,SG,75,59,2053,8.5,0.578,0.631,0.113,0.5,7.5,4,6.5,1.1,1.2,7.5,10.6,1.6,0.7,2.4,0.056,-1.5,-0.8,-2.3,-0.1,
89,Tyler Johnson,25,MIA,PG,72,39,2052,13,0.549,0.456,0.181,1.9,11.7,6.8,12.4,1.5,1.4,9.5,18.6,1.9,2.3,4.2,0.097,-0.5,0.2,-0.3,0.9,
90,Dennis Smith Jr.,20,DAL,PG,69,69,2049,12.8,0.473,0.331,0.188,2.6,11.8,7,29.5,1.7,0.8,14.9,28.9,-2.4,1.7,-0.7,-0.017,-1.2,-1.2,-2.4,-0.2,ROY-5
91,Willie Cauley-Stein,24,SAC,C,73,57,2044,17.6,0.529,0.016,0.32,7,22,14.2,13.7,1.9,3.1,11,21.8,1.7,2.2,3.9,0.092,-0.4,0.3,-0.1,1,
92,Ish Smith,29,DET,PG,82,35,2043,15.4,0.525,0.126,0.145,1.4,10.9,6.1,28.4,1.6,0.9,11.2,20.8,2.4,2,4.4,0.102,-0.3,0.3,0,1,
93,Wayne Ellington,30,MIA,SG,77,2,2041,12.5,0.588,0.827,0.111,1.3,10.7,6,5.9,1.3,0.3,6.6,17.3,2.6,1.9,4.5,0.105,1,-0.6,0.4,1.2,6MOY-5
94,Evan Turner,29,POR,SF,79,40,2034,9.8,0.52,0.229,0.185,1.6,11.4,6.5,12.4,1.1,1.2,13.7,15.6,0.5,2.1,2.6,0.061,-2.9,0.4,-2.5,-0.3,
95,Clint Capela,23,HOU,C,74,74,2034,24.5,0.65,0.001,0.38,13.5,30.8,22.2,5.7,1.4,5.7,11.5,19.4,6.2,4.1,10.2,0.242,2.4,1,3.4,2.8,DPOY-14
96,Jonathon Simmons,28,ORL,SG,69,50,2029,12.7,0.555,0.268,0.317,3.3,9.7,6.5,13.3,1.4,0.6,14.4,22,0.8,1.1,1.9,0.045,-1.7,-1.3,-3.1,-0.5,
97,De'Aaron Fox,20,SAC,PG,73,61,2026,11.2,0.478,0.192,0.245,1.8,10,5.7,24.6,1.7,0.9,16.4,23.4,-1.7,1,-0.6,-0.014,-2.7,-1.5,-4.2,-1.1,
98,Buddy Hield,25,SAC,SG,80,13,2024,16.1,0.557,0.437,0.087,3,14.8,8.6,12.8,2.1,1,11.3,24.3,1.3,1.5,2.8,0.067,1.6,-0.5,1,1.5,
99,Lauri Markkanen,20,CHI,PF,68,68,2020,15.6,0.552,0.465,0.193,4,23.7,13.5,6.4,0.9,1.8,8.2,21.9,1.7,1.6,3.3,0.079,1,-1.2,-0.2,0.9,
100,Darren Collison,30,IND,PG,69,64,2018,18.8,0.61,0.321,0.226,2.1,7.8,5,26.4,2.3,0.7,10.9,17.4,5.8,1.8,7.6,0.181,2.4,0.3,2.7,2.4,
101,Marvin Williams,31,CHO,PF,78,78,2006,13.9,0.603,0.542,0.218,3.9,16.2,10,7,1.4,1.6,9.7,14.8,3.1,1.9,5,0.119,0.6,0.3,1,1.5,
102,Nicolas Batum,29,CHO,SG,64,64,1981,14.4,0.523,0.422,0.2,3.1,13.8,8.4,26.2,1.6,1,15.6,18.3,1.7,1.8,3.5,0.084,0.5,-0.1,0.4,1.2,
103,Kyle Anderson,24,SAS,SF,74,67,1978,15.9,0.582,0.13,0.333,4.7,17.6,11.1,14.7,2.9,2.5,15.8,13.5,2.4,3.8,6.2,0.151,-0.4,3.3,2.9,2.4,
104,Joe Harris,26,BRK,SG,78,14,1975,13.3,0.634,0.576,0.167,2.7,11.3,7,10.2,0.9,0.8,12,16.6,3,0.9,4,0.097,0.7,-0.6,0.1,1,
105,Brandon Ingram,20,LAL,SF,59,59,1975,13.8,0.536,0.138,0.371,3.1,13.8,8.5,17.7,1.1,1.8,14.4,22.2,1,1.8,2.8,0.068,-0.9,-0.3,-1.2,0.4,
106,John Henson,27,MIL,C,76,69,1970,15.7,0.582,0.014,0.315,9,21.5,15.3,8.6,1.1,4.7,12.8,15,2.8,2.2,4.9,0.12,-1,0.1,-0.9,0.5,
107,Blake Griffin,28,2TM,PF,58,58,1970,19.6,0.544,0.323,0.331,4.1,19.8,12,28.1,1,0.8,12.6,28.9,3.2,1.8,4.9,0.12,3.6,-0.2,3.4,2.7,
108,Markieff Morris,28,WAS,PF,73,73,1968,13.2,0.566,0.301,0.186,4.3,19.2,11.8,11,1.4,1.7,14.6,19.5,1.2,2.1,3.3,0.08,-1.3,0.1,-1.3,0.4,
109,Jeremy Lamb,25,CHO,SG,80,18,1967,17,0.559,0.305,0.25,2.7,15.4,8.9,15.4,1.5,1.4,9.1,22.4,3,1.9,4.9,0.12,1.3,0.2,1.6,1.8,
110,Josh Jackson,20,PHO,SF,77,35,1959,11.8,0.48,0.233,0.299,5.1,14.2,9.6,10.1,2,1.4,12.2,26,-2,1.2,-0.7,-0.018,-2.8,-1.4,-4.2,-1.1,
111,Marco Belinelli,31,2TM,SG,80,2,1947,14.1,0.581,0.517,0.213,1.1,7.3,4.3,11.9,1.6,0.5,10.1,20.7,2.4,1.3,3.7,0.092,0.4,-0.8,-0.5,0.8,6MOY-12
112,Darius Miller,27,NOP,SF,82,3,1944,9.3,0.617,0.735,0.138,1,7.9,4.6,7.5,0.7,0.7,10.1,12.8,2.1,0.9,3,0.075,-1.1,-0.8,-1.9,0.1,
113,James Johnson,30,MIA,PF,73,41,1943,15.8,0.575,0.301,0.264,3.5,17.2,10.3,22.5,1.8,2.2,17.1,19.1,2.2,2.8,5,0.123,0,1.6,1.6,1.7,
114,Kyrie Irving,25,BOS,PG,60,60,1931,25,0.61,0.374,0.24,1.9,10.8,6.4,30.7,1.7,0.7,10.4,31,6.3,2.7,8.9,0.222,6.4,0.9,7.3,4.5,AS
115,Rondae Hollis-Jefferson,23,BRK,SF,68,59,1920,16.9,0.548,0.075,0.436,5.5,20,12.7,14.2,1.6,1.9,12.3,22.2,2.1,2,4.1,0.103,-0.3,0.4,0.1,1,
116,Joel Embiid,23,PHI,C,63,63,1912,22.9,0.573,0.203,0.442,8.4,29.7,19.4,18,1,4.8,15.6,33.4,2.3,3.8,6.2,0.155,2,1.3,3.3,2.6,"MVP-12,DPOY-2,AS,NBA2,DEF2"
117,Aaron Gordon,22,ORL,PF,58,57,1909,16.5,0.53,0.395,0.26,5,21.5,13.2,11.7,1.5,1.9,10,24.7,0.9,2,2.9,0.072,0.9,-0.6,0.3,1.1,
118,Dirk Nowitzki,39,DAL,C,77,77,1900,16.7,0.575,0.445,0.142,1.2,25.2,12.8,10.4,1.1,2.1,6,20.5,2.6,2.2,4.8,0.121,1.7,0.6,2.3,2.1,
119,Stanley Johnson,21,DET,SF,69,50,1894,9,0.48,0.418,0.259,1.9,13,7.3,8.5,2.5,0.7,11,16.4,-0.6,2.4,1.8,0.046,-4,1.1,-2.9,-0.4,
120,Jordan Clarkson,25,2TM,SG,81,2,1888,16.4,0.542,0.333,0.199,3.3,9.1,6.2,19.3,1.5,0.3,10.9,26.5,1.9,1.2,3,0.077,1.5,-1.4,0.1,1,6MOY-7
121,Tim Hardaway Jr.,25,NYK,SG,57,54,1885,14.4,0.533,0.479,0.209,1.9,11.3,6.6,12.7,1.6,0.5,9,23.8,1.6,1.1,2.6,0.067,0.5,-1.1,-0.6,0.7,
122,Devin Booker,21,PHO,SG,54,54,1865,18.1,0.561,0.364,0.312,1.5,12.7,7,24.4,1.2,0.6,13.9,31.7,1.9,0.6,2.4,0.063,2.9,-2,0.9,1.4,
123,Caris LeVert,23,BRK,SF,71,10,1864,14.2,0.525,0.333,0.254,3,11.9,7.4,26,2.1,0.9,15.8,22.5,0.7,1.6,2.3,0.058,-0.8,0,-0.8,0.6,
124,Lance Stephenson,27,IND,SG,82,7,1850,12.4,0.495,0.327,0.179,3.8,22,12.9,18.6,1.2,0.8,14.6,21.6,-0.2,2,1.8,0.046,-1.5,-0.3,-1.8,0.1,
125,Michael Kidd-Gilchrist,24,CHO,SF,74,74,1850,12.5,0.536,0.004,0.305,4.8,13,8.8,5.9,1.3,1.4,7.7,16.1,1.7,1.6,3.3,0.084,-2.1,0,-2.1,-0.1,
126,Chris Paul,32,HOU,PG,58,58,1847,24.4,0.604,0.475,0.277,2.3,16.7,9.5,40.9,2.6,0.6,12.5,24.5,7.5,2.7,10.2,0.265,5.2,1.8,7.1,4.2,
